timestamp,jetson_emc_freq,jetson_gpu_freq,jetson_total_cpu_usage,jetson_ram_usage,jetson_temperature,jetson_swap_usage
10/23/2024 1:56,0,0,3.666666667,7691,39.812,0
10/23/2024 1:56,0,0,2.916666667,7692,39.937,0
10/23/2024 1:56,0,0,3.833333333,7688,40,0
10/23/2024 1:57,0,0,3.25,7691,39.906,0
10/23/2024 1:57,0,0,3.5,7692,39.968,0
10/23/2024 1:57,0,0,3.5,7671,39.875,0
10/23/2024 1:57,0,0,3.333333333,7680,40,0
10/23/2024 1:58,0,0,3.083333333,7682,40.156,0
10/23/2024 1:58,0,0,3.666666667,7679,40,0
10/23/2024 1:58,0,0,3.25,7692,40.156,0
10/23/2024 1:58,0,0,3.583333333,7684,39.937,0
10/23/2024 1:59,0,0,3.5,7657,40.187,0
10/23/2024 1:59,0,0,3.5,7648,39.906,0
10/23/2024 1:59,0,0,3.583333333,7659,40.031,0
10/23/2024 1:59,0,0,3.833333333,7658,40.125,0
10/23/2024 2:00,0,0,3.333333333,7657,40.062,0
10/23/2024 2:00,0,0,3.416666667,7660,39.937,0
10/23/2024 2:00,0,0,3.333333333,7659,40.093,0
10/23/2024 2:00,0,0,2.916666667,7660,39.968,0
10/23/2024 2:01,0,0,3.333333333,7662,40.031,0
10/23/2024 2:01,0,0,3.5,7662,39.812,0
10/23/2024 2:01,0,0,3.916666667,7659,40.343,0
10/23/2024 2:01,0,0,3.583333333,7651,39.843,0
10/23/2024 2:02,0,0,4.166666667,7658,39.968,0
10/23/2024 2:02,0,0,3.416666667,7654,39.906,0
10/23/2024 2:02,0,0,3.5,7659,39.875,0
10/23/2024 2:02,0,0,3.333333333,7632,40.187,0
10/23/2024 2:03,0,0,3.916666667,7632,39.937,0
10/23/2024 2:03,0,0,3.416666667,7656,39.968,0
10/23/2024 2:03,0,0,3.25,7653,39.937,0
10/23/2024 2:03,0,0,3.916666667,7666,40.093,0
10/23/2024 2:04,0,0,3.666666667,7671,39.937,0
10/23/2024 2:04,0,0,3.333333333,7694,39.875,0
10/23/2024 2:04,0,0,3.666666667,7691,39.718,0
10/23/2024 2:04,0,0,3.5,7674,40.093,0
10/23/2024 2:05,0,0,3.75,7677,39.812,0
